salary_match_binary,salary_diff,talent_salary_bin,job_max_salary_bin,degree_match_binary,seniority_match_binary,seniority_exceed_binary,job_roles_match_binary,language_must_have_match_binary,language_good2have_count
0,-0.13,4,3,1,1,0,1,1,0
0,-0.12,5,4,1,1,0,1,1,0
0,-0.21,6,5,0,0,0,0,0,0
0,-0.21,5,4,0,0,1,0,0,0
1,0.14,3,4,1,1,0,1,1,0
1,0.2,3,4,1,0,0,0,0,0
0,-0.41,8,5,1,0,0,0,0,1
1,0.25,2,3,1,0,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.44,8,5,1,1,0,1,0,1
1,0.14,3,4,0,0,1,1,1,0
1,0.34,1,4,1,1,0,1,1,0
0,-0.25,5,4,0,0,1,0,0,0
0,-0.14,5,4,0,0,0,0,0,0
1,0.1,3,4,1,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.4,1,2,1,1,0,1,1,0
0,-0.16,5,4,0,0,0,0,0,0
1,0.45,1,5,1,1,0,1,1,0
0,-0.37,7,5,1,0,0,1,1,1
1,0.07,3,4,0,0,0,1,0,0
0,-0.22,6,4,0,0,0,0,0,0
0,-0.08,4,3,1,1,0,1,1,1
1,0.43,1,4,0,0,0,0,0,0
0,-0.39,7,4,0,0,0,0,0,0
0,-0.23,3,2,0,0,0,0,0,0
1,0.26,1,2,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
0,-0.39,6,4,1,1,0,0,1,0
1,0.28,1,3,1,1,0,1,1,0
1,0.22,1,2,1,1,0,0,1,1
1,0.2,3,4,1,1,0,1,1,0
0,-0.36,3,2,0,0,1,0,1,0
1,0.2,3,4,1,1,0,1,0,0
1,0.14,3,4,1,1,0,1,1,0
1,0.23,2,3,1,1,0,1,1,0
1,0.33,2,4,1,1,0,0,0,0
1,0.37,1,4,1,1,0,1,1,0
1,0.02,5,5,1,1,0,0,0,0
1,0.3,1,2,0,1,0,1,0,0
0,-0.4,6,4,0,0,0,0,0,0
0,-0.1,2,2,1,1,0,1,1,0
1,0.0,3,3,1,1,0,1,1,1
1,0.33,2,5,1,1,0,1,1,0
1,0.27,3,5,0,1,0,0,0,0
0,-0.42,8,5,0,1,0,1,1,1
1,0.14,3,4,1,1,0,1,1,0
0,-0.2,4,3,0,0,1,0,0,1
1,0.23,2,3,1,1,0,1,1,1
1,0.29,1,3,1,1,0,1,1,0
0,-0.16,5,4,0,0,1,0,1,0
0,-0.18,6,5,1,0,0,1,0,0
1,0.0,5,5,1,1,0,1,1,0
0,-0.07,5,4,0,1,0,0,1,0
0,-0.19,5,4,1,1,0,1,1,0
1,0.06,4,5,1,1,0,1,1,1
1,0.21,2,4,1,1,0,1,1,0
0,-0.32,5,3,0,0,0,0,0,1
1,0.43,1,4,1,1,0,1,1,0
1,0.06,3,4,1,1,0,0,1,0
1,0.28,2,5,1,1,0,1,1,0
0,-0.48,4,2,0,1,0,1,1,0
1,0.27,2,4,1,1,0,1,1,0
0,-0.49,8,4,0,0,0,1,0,0
0,-0.21,5,4,0,0,1,1,0,0
1,0.14,3,4,1,1,0,1,1,0
1,0.46,1,4,1,1,0,1,1,0
1,0.0,2,2,1,1,0,1,1,0
0,-0.18,8,7,0,0,0,0,0,1
1,0.29,2,4,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
0,-0.24,5,4,1,0,0,1,0,0
1,0.54,1,5,1,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.05,2,3,1,1,0,1,1,1
0,-0.48,3,1,1,1,0,1,0,0
1,0.02,5,5,1,1,0,1,1,0
1,0.52,1,4,1,1,0,1,1,0
1,0.13,3,4,0,0,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.0,4,4,1,0,0,1,1,0
1,0.06,5,5,1,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,1
0,-0.18,5,4,0,1,0,0,1,0
0,-0.34,6,4,1,1,0,1,0,0
0,-0.36,7,4,1,0,0,0,0,0
0,-0.2,8,6,1,1,0,1,1,0
1,0.13,3,4,0,0,0,1,0,0
0,-0.44,9,6,1,0,0,0,0,0
0,-0.48,7,4,0,0,1,0,0,0
1,0.0,3,3,1,1,0,1,0,0
0,-0.14,5,4,1,1,0,1,1,0
1,0.14,4,5,1,1,0,0,1,1
1,0.09,3,4,1,1,0,1,1,0
0,-0.22,7,6,1,1,0,0,1,1
1,0.21,3,5,1,1,0,1,1,0
1,0.46,1,5,1,1,0,1,1,0
1,0.37,1,4,1,1,0,1,1,0
1,0.29,2,4,1,1,0,1,1,0
1,0.44,2,6,1,1,0,1,1,1
0,-0.27,6,4,0,0,0,0,0,0
1,0.08,3,3,1,1,0,1,1,0
1,0.24,2,4,1,1,0,0,1,0
0,-0.26,8,6,1,1,0,1,1,1
0,-0.19,5,4,0,0,0,0,0,0
0,-0.25,5,4,0,1,0,0,0,0
1,0.12,4,5,1,1,0,0,1,0
0,-0.06,6,6,0,0,0,1,1,1
0,-0.49,9,5,1,1,0,1,1,0
0,-0.16,5,4,0,1,0,0,1,0
1,0.33,3,6,1,1,0,1,1,1
1,0.33,3,6,0,0,0,1,1,1
0,-0.33,6,4,1,1,0,1,0,0
0,-0.45,8,5,1,1,0,0,0,1
1,0.36,1,4,0,1,0,1,1,0
0,-0.44,7,4,1,1,0,1,1,0
0,-0.36,7,4,0,1,0,1,1,0
0,-0.07,4,4,0,0,1,0,0,0
0,-0.07,4,4,0,0,0,0,1,0
1,0.56,1,4,1,1,0,1,1,0
0,-0.43,7,4,0,0,0,0,0,0
1,0.0,3,3,0,0,0,1,0,1
0,-0.32,6,4,0,0,0,0,1,0
0,-0.06,5,5,0,1,0,1,1,0
1,0.07,3,4,1,1,0,1,1,0
1,0.33,2,5,1,1,0,1,1,0
0,-0.38,6,4,1,0,0,0,1,0
0,-0.36,6,4,0,1,0,0,1,0
1,0.21,3,5,1,1,0,1,1,0
0,-0.46,7,4,0,0,0,0,0,0
1,0.08,3,3,1,1,0,1,0,0
1,0.11,5,6,1,1,0,1,1,1
1,0.64,1,4,1,1,0,1,1,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.36,6,4,1,1,0,0,1,0
1,0.0,2,2,0,1,0,0,1,0
1,0.4,1,5,1,0,0,0,1,0
1,0.31,1,4,0,0,0,1,0,0
0,-0.06,3,3,0,1,0,1,0,0
1,0.12,4,5,0,1,0,1,1,0
0,-0.37,6,4,0,0,1,0,0,0
0,-0.12,5,4,0,1,0,1,1,0
0,-0.5,8,4,1,1,0,1,1,0
1,0.45,1,5,0,1,0,0,1,0
0,-0.13,5,4,0,1,0,0,1,0
1,0.29,2,4,1,1,0,1,1,1
0,-0.29,7,5,0,0,0,0,1,0
0,-0.33,6,4,1,1,0,0,1,0
0,-0.43,6,3,0,0,0,0,1,0
1,0.09,4,4,1,1,0,1,1,0
1,0.09,3,4,1,1,0,1,1,0
0,-0.25,7,5,1,1,0,0,0,0
0,-0.47,4,2,1,0,1,0,0,0
0,-0.1,6,5,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,1,1,0
0,-0.06,5,5,0,0,1,0,0,0
0,-0.25,5,3,0,0,0,0,0,0
1,0.07,3,4,1,1,0,1,1,0
1,0.35,1,2,1,0,1,1,1,0
1,0.21,3,5,1,1,0,1,1,0
0,-0.38,6,4,0,0,1,0,0,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.12,6,5,0,0,0,0,1,0
0,-0.5,9,5,0,0,0,0,0,1
1,0.35,2,5,1,1,0,1,1,1
0,-0.22,5,4,1,1,0,1,0,0
0,-0.28,7,5,0,1,0,1,1,0
1,0.0,4,4,1,1,0,1,1,0
1,0.2,4,6,1,1,0,0,0,0
1,0.0,4,4,1,1,0,1,1,0
1,0.29,2,4,0,0,1,1,1,0
1,0.36,1,4,1,1,0,1,1,0
0,-0.36,5,3,0,0,0,0,0,1
1,0.4,1,4,1,1,0,1,1,0
1,0.11,3,4,1,1,0,1,1,0
0,-0.24,9,7,0,0,0,0,0,1
0,-0.22,5,4,0,1,0,1,0,0
1,0.2,3,4,0,0,0,1,1,0
1,0.24,1,2,1,1,0,1,1,0
1,0.0,5,5,1,1,0,0,1,0
1,0.0,5,5,1,0,1,1,1,1
0,-0.06,5,5,1,1,0,1,1,1
1,0.07,3,4,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,1,1,0
1,0.03,4,4,1,1,0,1,1,0
1,0.0,3,3,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,1,1,0
0,-0.44,7,4,1,0,0,0,1,0
0,-0.47,7,4,0,1,0,1,0,0
0,-0.29,6,4,1,1,0,1,1,0
0,-0.14,5,4,0,0,0,1,0,0
1,0.14,3,4,1,1,0,1,1,0
1,0.07,3,4,1,1,0,0,0,0
1,0.06,4,5,1,1,0,1,1,1
0,-0.5,7,4,0,0,1,0,0,0
1,0.4,1,4,1,1,0,1,1,0
1,0.08,3,3,0,1,0,1,1,0
1,0.07,3,4,1,1,0,1,1,1
1,0.21,2,4,1,1,0,1,1,0
0,-0.1,2,2,1,1,0,1,1,0
1,0.22,4,6,1,1,0,1,1,1
1,0.36,1,4,1,0,0,0,0,0
0,-0.44,7,4,0,0,0,0,0,0
1,0.21,2,4,1,1,0,1,1,0
1,0.26,1,2,1,1,0,1,1,0
0,-0.3,7,5,1,0,0,0,1,0
0,-0.37,4,2,1,1,0,1,1,1
1,0.17,2,4,1,1,0,1,1,0
1,0.33,1,4,1,1,0,1,1,0
1,0.15,2,3,1,1,0,1,1,1
0,-0.03,4,4,1,1,0,1,1,0
0,-0.45,7,4,0,1,0,1,0,0
0,-0.07,5,4,1,1,0,1,1,0
1,0.25,3,5,0,1,0,1,1,1
1,0.15,2,3,1,1,0,1,1,1
1,0.02,5,5,1,1,0,1,0,0
0,-0.27,7,5,0,1,0,1,0,0
1,0.27,3,5,1,1,0,1,1,0
1,0.32,1,3,1,1,0,1,1,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.45,7,4,0,0,0,0,0,0
0,-0.1,6,5,1,1,0,1,1,0
1,0.07,3,4,1,1,0,1,1,0
0,-0.12,6,5,1,0,0,0,0,1
0,-0.48,7,4,0,0,0,0,0,0
0,-0.21,6,5,0,1,0,0,0,0
0,-0.42,6,4,0,0,0,0,0,0
1,0.26,2,4,1,1,0,1,1,0
1,0.18,2,3,1,0,1,0,1,1
0,-0.5,7,4,0,1,0,1,1,0
0,-0.09,3,2,1,1,0,1,1,0
1,0.32,2,5,0,1,0,0,1,0
0,-0.05,5,5,1,1,0,1,1,1
0,-0.46,7,4,0,0,0,0,1,0
1,0.43,1,4,1,1,0,1,1,0
0,-0.18,6,5,0,0,0,0,1,0
0,-0.19,5,4,0,0,0,0,1,0
1,0.14,3,4,1,1,0,1,1,0
1,0.5,1,4,1,1,0,1,1,0
1,0.45,1,5,1,1,0,1,1,0
1,0.19,3,5,1,1,0,1,1,0
1,0.09,4,5,1,1,0,1,1,0
1,0.21,2,4,1,1,0,1,1,0
1,0.2,3,4,0,0,0,0,0,0
0,-0.07,5,4,1,1,0,1,1,0
1,0.06,4,5,1,1,0,1,1,1
0,-0.14,5,4,1,0,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.35,7,4,0,0,0,0,0,0
1,0.07,3,4,1,1,0,1,1,0
0,-0.47,4,2,0,1,0,1,1,0
0,-0.23,5,4,1,1,0,0,0,0
0,-0.28,6,4,1,0,0,0,0,0
1,0.33,2,5,1,1,0,0,1,0
0,-0.24,4,3,0,0,0,0,0,1
1,0.07,3,4,1,1,0,1,1,0
0,-0.16,3,2,1,1,0,1,0,0
0,-0.08,4,3,1,1,0,1,1,0
1,0.43,1,4,0,0,0,0,0,0
1,0.54,1,2,1,1,0,1,1,1
0,-0.02,3,3,1,1,0,1,1,0
0,-0.11,6,5,1,1,0,1,1,1
1,0.07,3,4,1,1,0,1,1,0
1,0.05,4,5,0,1,0,0,0,0
1,0.05,3,3,1,1,0,1,1,1
1,0.16,3,4,1,1,0,1,1,0
1,0.23,2,3,1,1,0,1,1,0
0,-0.49,4,2,0,0,1,0,0,0
0,-0.4,8,5,0,0,0,0,1,0
0,-0.5,4,2,0,0,1,0,1,0
0,-0.35,6,4,1,1,0,1,1,0
0,-0.04,2,2,1,1,0,1,1,1
1,0.64,1,4,0,1,0,1,1,0
0,-0.24,5,4,0,0,0,0,0,0
0,-0.44,6,3,1,1,0,0,1,0
1,0.29,2,4,1,0,1,0,0,0
1,0.2,3,4,1,0,0,1,0,0
0,-0.33,4,2,0,0,1,0,0,0
0,-0.04,5,4,0,1,0,0,0,0
1,0.13,3,4,1,1,0,1,1,0
1,0.07,3,4,1,1,0,1,1,0
1,0.03,3,3,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
0,-0.23,8,6,1,0,0,0,0,0
0,-0.19,7,6,0,0,0,1,0,1
1,0.15,4,5,1,0,1,1,0,0
0,-0.29,7,5,1,0,0,0,1,0
1,0.11,1,2,1,1,0,1,1,0
0,-0.32,6,4,1,0,1,0,0,0
1,0.1,1,2,1,1,0,1,1,0
0,-0.04,5,4,1,1,0,1,1,0
0,-0.38,7,4,0,0,0,0,0,0
1,0.13,3,4,1,1,0,1,1,0
1,0.36,1,4,1,1,0,1,1,0
1,0.29,2,4,1,1,0,1,1,0
0,-0.08,4,3,1,1,0,1,1,1
1,0.03,3,3,1,1,0,1,1,0
1,0.06,5,6,1,1,0,1,1,1
0,-0.27,5,4,1,1,0,0,0,0
1,0.5,1,6,1,1,0,1,1,1
1,0.18,3,5,1,1,0,1,1,1
1,0.31,1,4,1,1,0,1,1,0
1,0.14,3,4,1,1,0,1,1,0
0,-0.39,6,3,1,0,0,1,1,0
1,0.06,4,5,1,0,0,0,1,0
0,-0.02,2,2,0,1,0,0,0,1
0,-0.49,8,4,1,1,0,1,1,0
1,0.02,6,6,1,1,0,1,1,0
0,-0.27,7,5,1,1,0,0,0,0
1,0.26,1,2,1,0,1,1,0,1
0,-0.42,9,6,1,1,0,0,0,1
1,0.2,3,5,1,1,0,1,1,0
0,-0.26,5,3,0,0,1,1,0,0
1,0.09,4,5,1,1,0,1,1,0
1,0.1,6,7,1,1,0,1,1,1
1,0.0,5,5,1,1,0,1,1,0
0,-0.4,6,3,1,1,0,0,1,0
0,-0.04,2,2,1,1,0,1,1,0
1,0.2,3,4,1,1,0,1,1,0
0,-0.17,5,4,0,0,1,0,0,0
0,-0.47,8,5,1,0,0,1,1,0
1,0.0,5,5,1,1,0,1,1,1
1,0.02,2,2,1,1,0,0,0,0
0,-0.13,5,4,1,1,0,1,1,0
0,-0.47,7,4,0,1,0,1,1,0
0,-0.07,4,4,1,1,0,1,1,0
1,0.33,1,3,1,1,0,1,1,1
1,0.12,4,5,1,1,0,1,1,1
1,0.23,2,3,1,1,0,1,1,1
0,-0.48,6,3,0,0,1,0,1,1
1,0.33,2,5,1,1,0,1,1,0
0,-0.07,5,4,0,1,0,0,1,0
0,-0.04,5,5,1,1,0,1,1,0
0,-0.32,3,2,1,1,0,1,1,0
0,-0.21,5,4,0,0,0,0,0,0
1,0.07,3,4,1,1,0,1,1,0
1,0.22,1,2,1,1,0,1,1,0
1,0.43,1,4,0,1,0,1,1,0
0,-0.48,6,3,0,0,0,0,0,0
1,0.33,3,6,1,1,0,1,1,0
0,-0.14,5,4,1,1,0,1,1,0
0,-0.37,3,2,1,0,1,1,1,0
1,0.39,1,2,1,1,0,1,0,0
1,0.15,4,5,1,1,0,1,1,0
0,-0.43,9,6,1,0,0,0,0,1
1,0.0,5,5,1,1,0,1,1,0
0,-0.5,9,5,0,0,0,0,0,0
0,-0.37,7,5,0,1,0,0,0,0
1,0.03,5,6,1,1,0,1,1,1
0,-0.43,8,5,1,0,0,1,0,0
1,0.29,3,6,1,1,0,1,1,1
1,0.21,2,4,0,1,0,0,1,0
0,-0.04,5,4,1,1,0,1,1,0
0,-0.13,5,4,1,1,0,1,1,0
0,-0.36,8,5,0,0,0,0,0,0
0,-0.11,4,3,1,0,0,0,1,1
0,-0.07,5,4,0,1,0,0,0,0
0,-0.39,6,4,0,0,0,0,0,0
0,-0.32,6,4,0,0,0,0,1,0
0,-0.08,4,3,1,0,0,1,1,0
1,0.08,3,3,1,1,0,1,1,1
0,-0.44,4,2,0,0,1,0,0,0
1,0.64,1,4,1,1,0,1,0,0
